PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33875965","The Effect of Peer Support with Telecommunication on Subjective Well-being in Colorectal Patients: A Randomized Controlled Clinical Trial","Rahimi M, Mahdizadeh M, Chamanzari H, Mahdizadeh SM.","Int J Community Based Nurs Midwifery. 2021 Apr;9(2):127-138. doi: 10.30476/ijcbnm.2021.88061.1484.","Rahimi M","Int J Community Based Nurs Midwifery","2021","2021/04/20","PMC8053210","","10.30476/ijcbnm.2021.88061.1484"
"38239277","Evaluation of a short in-person and online antenatal educational intervention for high-risk pregnant women linked to antenatal consultation","Heim MA, Makuch MY.","Eur J Midwifery. 2024 Jan 18;8. doi: 10.18332/ejm/175927. eCollection 2024.","Heim MA","Eur J Midwifery","2024","2024/01/19","PMC10795506","","10.18332/ejm/175927"
"11074195","The natural history of benign prostatic hyperplasia: what have we learned in the last decade?","Kirby RS.","Urology. 2000 Nov 1;56(5 Suppl 1):3-6. doi: 10.1016/s0090-4295(00)00747-0.","Kirby RS","Urology","2000","2000/11/14","","","10.1016/s0090-4295(00)00747-0"
"19085526","Shyness programme: longer term benefits, cost-effectiveness, and acceptability","Titov N, Andrews G, Johnston L, Schwencke G, Choi I.","Aust N Z J Psychiatry. 2009 Jan;43(1):36-44. doi: 10.1080/00048670802534424.","Titov N","Aust N Z J Psychiatry","2009","2008/12/17","","","10.1080/00048670802534424"
"37365535","Effectiveness of mHealth consultation services for preventing postpartum depressive symptoms: a randomized clinical trial","Arakawa Y, Haseda M, Inoue K, Nishioka D, Kino S, Nishi D, Hashimoto H, Kondo N.","BMC Med. 2023 Jun 26;21(1):221. doi: 10.1186/s12916-023-02918-3.","Arakawa Y","BMC Med","2023","2023/06/26","PMC10294407","","10.1186/s12916-023-02918-3"
"36301599","Mobile App to Enhance Patient Activation and Patient-Provider Communication in Major Depressive Disorder Management: Collaborative, Randomized Controlled Pilot Study","McCue M, Blair C, Fehnert B, King J, Cormack F, Sarkey S, Eramo A, Kabir C, Khatib R, Kemp D.","JMIR Form Res. 2022 Oct 27;6(10):e34923. doi: 10.2196/34923.","McCue M","JMIR Form Res","2022","2022/10/27","PMC9650572","","10.2196/34923"
"35849864","Rehabilitation efficacy comparison of virtual reality technology and computer-assisted cognitive rehabilitation in patients with post-stroke cognitive impairment: A network meta-analysis","Xiao Z, Wang Z, Ge S, Zhong Y, Zhang W.","J Clin Neurosci. 2022 Sep;103:85-91. doi: 10.1016/j.jocn.2022.07.005. Epub 2022 Jul 15.","Xiao Z","J Clin Neurosci","2022","2022/07/18","","","10.1016/j.jocn.2022.07.005"
"33450107","Effectiveness of mindfulness-based intervention on psychotic symptoms for patients with schizophrenia: A meta-analysis of randomized controlled trials","Liu YC, Li IL, Hsiao FH.","J Adv Nurs. 2021 Jun;77(6):2565-2580. doi: 10.1111/jan.14750. Epub 2021 Jan 15.","Liu YC","J Adv Nurs","2021","2021/01/15","","","10.1111/jan.14750"
"36545649","Impact of a Virtual Wellness Program on Quality of Life Measures for Patients Living With Multiple Sclerosis During the COVID-19 Pandemic","Weinstein SM, Reilly E, Garland N, Zimmerman V, Jacobs D.","Int J MS Care. 2022 Nov-Dec;24(6):282-286. doi: 10.7224/1537-2073.2021-134. Epub 2022 Oct 3.","Weinstein SM","Int J MS Care","2022","2022/12/22","PMC9749834","","10.7224/1537-2073.2021-134"
"34216257","Isolation experienced by women with gestational cancer: could peer support and tailored information be the answer?","Stafford L, Sinclair M, Gerber K, Saunders C, Ives A, Peate M, Lippey J, Little R.","Support Care Cancer. 2021 Dec;29(12):7135-7138. doi: 10.1007/s00520-021-06396-2. Epub 2021 Jul 3.","Stafford L","Support Care Cancer","2021","2021/07/03","","","10.1007/s00520-021-06396-2"
"33896975","An impact of a digitally driven primary care psychiatry program on the integration of psychiatric care in the general practice of primary care doctors","Pahuja E, Kumar TS, Uzzafar F, Manjunatha N, Kumar CN, Gupta R, Math SB.","Indian J Psychiatry. 2020 Nov-Dec;62(6):690-696. doi: 10.4103/psychiatry.IndianJPsychiatry_324_20. Epub 2020 Dec 12.","Pahuja E","Indian J Psychiatry","2020","2021/04/26","PMC8052894","","10.4103/psychiatry.IndianJPsychiatry_324_20"
"34127362","VidaTalk™ patient communication application ""opened up"" communication between nonvocal ICU patients and their family","Shin JW, Happ MB, Tate JA.","Intensive Crit Care Nurs. 2021 Oct;66:103075. doi: 10.1016/j.iccn.2021.103075. Epub 2021 Jun 12.","Shin JW","Intensive Crit Care Nurs","2021","2021/06/15","PMC10833611","NIHMS1958623","10.1016/j.iccn.2021.103075"
"36514093","Immersive virtual reality fitness games for enhancement of recovery after colorectal surgery: study protocol for a randomised pilot trial","Wolf S, Zanker J, Sommer F, Vlasenko D, Pinto DRM, Hoffmann M, Anthuber M, Schrempf MC.","Pilot Feasibility Stud. 2022 Dec 13;8(1):256. doi: 10.1186/s40814-022-01213-x.","Wolf S","Pilot Feasibility Stud","2022","2022/12/13","PMC9745969","","10.1186/s40814-022-01213-x"
"31298628","A Digital Preprocedure Instruction Program for Outpatient Colonoscopy","Richter JM, Ha JB, Marx M, Campbell EJ, Pandolfi MC.","Telemed J E Health. 2020 Apr;26(4):468-476. doi: 10.1089/tmj.2019.0050. Epub 2019 Jul 12.","Richter JM","Telemed J E Health","2020","2019/07/13","","","10.1089/tmj.2019.0050"
"37788043","Testing the Effect of a Smartphone App on Hospital Admissions and Sedentary Behavior in Cardiac Rehabilitation Participants: ToDo-CR Randomized Controlled Trial","Patterson K, Davey R, Keegan R, Niyonsenga T, Mohanty I, Bowen S, Regan E, Lander M, van Berlo S, Freene N.","JMIR Mhealth Uhealth. 2023 Oct 3;11:e48229. doi: 10.2196/48229.","Patterson K","JMIR Mhealth Uhealth","2023","2023/10/03","PMC10582808","","10.2196/48229"
"36916022","A Social Exergame Intervention to Promote Physical Activity, Social Support, and Well-Being in Family Caregivers","Lin XY, Zhang L, Yoon S, Zhang R, Lachman ME.","Gerontologist. 2023 Oct 17;63(9):1456-1466. doi: 10.1093/geront/gnad028.","Lin XY","Gerontologist","2023","2023/03/14","PMC10581379","","10.1093/geront/gnad028"
"38254129","Feasibility of early digital health rehabilitation after cardiac surgery in the elderly: a qualitative study","Toft BS, Rodkjær LØ, Sørensen L, Saugbjerg MR, Bekker HL, Modrau IS.","BMC Health Serv Res. 2024 Jan 22;24(1):113. doi: 10.1186/s12913-024-10601-3.","Toft BS","BMC Health Serv Res","2024","2024/01/23","PMC10801932","","10.1186/s12913-024-10601-3"
"35237466","A Multi-step Approach to Adapting a Mind-Body Resiliency Intervention for Fear of Cancer Recurrence and Uncertainty in Survivorship (IN FOCUS)","Hall DL, Yeh GY, O'Cleirigh C, Peppercorn J, Wagner LI, Denninger J, Bullock AJ, Mizrach HR, Goshe B, Cheung T, Li R, Markowitz A, Park ER.","Glob Adv Health Med. 2022 Jan 27;11:21649561221074690. doi: 10.1177/21649561221074690. eCollection 2022.","Hall DL","Glob Adv Health Med","2022","2022/03/03","PMC8883302","","10.1177/21649561221074690"
"32582744","Activity and Health During the SARS-CoV2 Pandemic (ASAP): Study Protocol for a Multi-National Network Trial","Wilke J, Mohr L, Tenforde AS, Vogel O, Hespanhol L, Vogt L, Verhagen E, Hollander K.","Front Med (Lausanne). 2020 Jun 5;7:302. doi: 10.3389/fmed.2020.00302. eCollection 2020.","Wilke J","Front Med (Lausanne)","2020","2020/06/26","PMC7291162","","10.3389/fmed.2020.00302"
"35395204","Automated virtual reality therapy to treat agoraphobic avoidance and distress in patients with psychosis (gameChange): a multicentre, parallel-group, single-blind, randomised, controlled trial in England with mediation and moderation analyses","Freeman D, Lambe S, Kabir T, Petit A, Rosebrock L, Yu LM, Dudley R, Chapman K, Morrison A, O'Regan E, Aynsworth C, Jones J, Murphy E, Powling R, Galal U, Grabey J, Rovira A, Martin J, Hollis C, Clark DM, Waite F; gameChange Trial Group.","Lancet Psychiatry. 2022 May;9(5):375-388. doi: 10.1016/S2215-0366(22)00060-8. Epub 2022 Apr 5.","Freeman D","Lancet Psychiatry","2022","2022/04/08","PMC9010306","","10.1016/S2215-0366(22)00060-8"
"38578467","Variations of the Relative Parasympathetic Tone Assessed by ANI During Oocyte Retrieval Under Local Anaesthesia with Virtual Reality : A Randomized, Controlled, Monocentric, Open Study","Malard F, Moy L, Denoual V, Beloeil H, Leblong E.","J Med Syst. 2024 Apr 5;48(1):39. doi: 10.1007/s10916-024-02057-z.","Malard F","J Med Syst","2024","2024/04/05","","","10.1007/s10916-024-02057-z"
"33258762","Depression and its Treatment in Late Life","Hutchinson AD, Saredakis D, Whelan R, Keage HA.","Sr Care Pharm. 2020 Dec 1;35(12):543-548. doi: 10.4140/TCP.n.2020.543.","Hutchinson AD","Sr Care Pharm","2020","2020/12/01","","","10.4140/TCP.n.2020.543"
"33633613","Controlled Study of the Impact of a Virtual Program to Reduce Stigma Among University Students Toward People With Mental Disorders","Rodríguez-Rivas ME, Cangas AJ, Fuentes-Olavarría D.","Front Psychiatry. 2021 Feb 9;12:632252. doi: 10.3389/fpsyt.2021.632252. eCollection 2021.","Rodríguez-Rivas ME","Front Psychiatry","2021","2021/02/26","PMC7900522","","10.3389/fpsyt.2021.632252"
"35772139","Effects of Musicotherapy Combined with Cognitive Behavioral Intervention on the Cognitive Ability of Children with Attention Deficit Hyperactivity Disorder","Zhu C.","Psychiatr Danub. 2022 Summer;34(2):288-295. doi: 10.24869/psyd.2022.288.","Zhu C","Psychiatr Danub","2022","2022/06/30","","","10.24869/psyd.2022.288"
"34487313","eHealth cognitive rehabilitation for brain tumor patients: results of a randomized controlled trial","van der Linden SD, Rutten GM, Dirven L, Taphoorn MJB, Satoer DD, Dirven CMF, Sitskoorn MM, Gehring K.","J Neurooncol. 2021 Sep;154(3):315-326. doi: 10.1007/s11060-021-03828-1. Epub 2021 Sep 6.","van der Linden SD","J Neurooncol","2021","2021/09/06","PMC8484142","","10.1007/s11060-021-03828-1"
"32044751","Effect of a WeChat-Based Intervention (Run4Love) on Depressive Symptoms Among People Living With HIV in China: A Randomized Controlled Trial","Guo Y, Hong YA, Cai W, Li L, Hao Y, Qiao J, Xu Z, Zhang H, Zeng C, Liu C, Li Y, Zhu M, Zeng Y, Penedo FJ.","J Med Internet Res. 2020 Feb 9;22(2):e16715. doi: 10.2196/16715.","Guo Y","J Med Internet Res","2020","2020/02/12","PMC7058168","","10.2196/16715"
"34174104","Applying the trans-contextual model to promote sport injury prevention behaviors among secondary school students","Lee ASY, Standage M, Hagger MS, Chan DKC.","Scand J Med Sci Sports. 2021 Sep;31(9):1840-1852. doi: 10.1111/sms.14002. Epub 2021 Jul 6.","Lee ASY","Scand J Med Sci Sports","2021","2021/06/26","PMC8456917","","10.1111/sms.14002"
"34704866","Pilot Study of a Digital Screen-Based Calming Device for Managing Resistance During Morning and Evening Care of Persons With Dementia","Gutman G, Vashisht A, Kaur T, Churchill R, Moztarzadeh A, Karbakhsh M.","J Gerontol Nurs. 2021 Nov;47(11):15-21. doi: 10.3928/00989134-20211012-03. Epub 2021 Nov 1.","Gutman G","J Gerontol Nurs","2021","2021/10/27","","","10.3928/00989134-20211012-03"
"36371442","Developing an app-based self-management program for people living with HIV: a randomized controlled pilot study during the COVID-19 pandemic","Shim MS, Kim S, Choi M, Choi JY, Park CG, Kim GS.","Sci Rep. 2022 Nov 12;12(1):19401. doi: 10.1038/s41598-022-19238-w.","Shim MS","Sci Rep","2022","2022/11/13","PMC9653395","","10.1038/s41598-022-19238-w"
"36822049","The impact of COVID-19 on breastfeeding rates: An international cross-sectional study","Ganho-Ávila A, Guiomar R, Sobral M, Pacheco F, Caparros-Gonzalez RA, Diaz-Louzao C, Motrico E, Domínguez-Salas S, Mesquita A, Costa R, Vousoura E, Hadjigeorgiou E, Bina R, Buhagiar R, Mateus V, Contreras-García Y, Wilson CA, Ajaz E, Hancheva C, Dikmen-Yildiz P, de la Torre-Luque A.","Midwifery. 2023 May;120:103631. doi: 10.1016/j.midw.2023.103631. Epub 2023 Feb 12.","Ganho-Ávila A","Midwifery","2023","2023/02/23","PMC9922537","","10.1016/j.midw.2023.103631"
"37551588","Virtual Multidisciplinary Stroke Care Clinic for Community-Dwelling Stroke Survivors: A Randomized Controlled Trial","Lo SHS, Chau JPC, Lau AYL, Choi KC, Shum EWC, Lee VWY, Hung SS, Mok VCT, Siow EKC, Ching JYL, Mirchandani K, Lam SKY.","Stroke. 2023 Oct;54(10):2482-2490. doi: 10.1161/STROKEAHA.123.043605. Epub 2023 Aug 8.","Lo SHS","Stroke","2023","2023/08/08","PMC10519295","","10.1161/STROKEAHA.123.043605"
"27842603","Simulated Partners and Collaborative Exercise (SPACE) to boost motivation for astronauts: study protocol","Feltz DL, Ploutz-Snyder L, Winn B, Kerr NL, Pivarnik JM, Ede A, Hill C, Samendinger S, Jeffery W.","BMC Psychol. 2016 Nov 14;4(1):54. doi: 10.1186/s40359-016-0165-9.","Feltz DL","BMC Psychol","2016","2016/11/16","PMC5109642","","10.1186/s40359-016-0165-9"
"36470777","Effects of early cognitive rehabilitation training on cognitive function and quality of life in critically ill patients with cognitive impairment: A randomised controlled trial","Dong Q, Yang Y, Tang Q, Yang M, Lan A, Xiao H, Wei J, Cao X, Xian Y, Yang Q, Chen D, Zhao J, Li S.","Aust Crit Care. 2023 Sep;36(5):708-715. doi: 10.1016/j.aucc.2022.10.015. Epub 2022 Dec 2.","Dong Q","Aust Crit Care","2023","2022/12/05","","","10.1016/j.aucc.2022.10.015"
"35486430","Effects of Using a Text Message Intervention on Psychological Constructs and the Association Between Changes to Psychological Constructs and Medication Adherence in People With Type 2 Diabetes: Results From a Randomized Controlled Feasibility Study","Bartlett YK, Farmer A, Newhouse N, Miles L, Kenning C, French DP.","JMIR Form Res. 2022 Apr 29;6(4):e30058. doi: 10.2196/30058.","Bartlett YK","JMIR Form Res","2022","2022/04/29","PMC9107060","","10.2196/30058"
"33436465","KEPT-app trial: a pragmatic, single-blind, parallel, cluster-randomised effectiveness study of pelvic floor muscle training among incontinent pregnant women: study protocol","Sidik SM, Jaffar A, Foo CN, Muhammad NA, Abdul Manaf R, Ismail SIF, Alagirisamy P, Ahmad Fazlah AF, Suli Z, Goodyear-Smith F.","BMJ Open. 2021 Jan 12;11(1):e039076. doi: 10.1136/bmjopen-2020-039076.","Sidik SM","BMJ Open","2021","2021/01/13","PMC7805359","","10.1136/bmjopen-2020-039076"
"15142921","Health related virtual communities and electronic support groups: systematic review of the effects of online peer to peer interactions","Eysenbach G, Powell J, Englesakis M, Rizo C, Stern A.","BMJ. 2004 May 15;328(7449):1166. doi: 10.1136/bmj.328.7449.1166.","Eysenbach G","BMJ","2004","2004/05/15","PMC411092","","10.1136/bmj.328.7449.1166"
"32908333","Trauma-Informed Telehealth in the COVID-19 Era and Beyond","Gerber MR, Elisseou S, Sager ZS, Keith JA.","Fed Pract. 2020 Jul;37(7):302-308.","Gerber MR","Fed Pract","2020","2020/09/10","PMC7473719","",""
"29712622","Mobile Breast Cancer e-Support Program for Chinese Women With Breast Cancer Undergoing Chemotherapy (Part 2): Multicenter Randomized Controlled Trial","Zhu J, Ebert L, Liu X, Wei D, Chan SW.","JMIR Mhealth Uhealth. 2018 Apr 30;6(4):e104. doi: 10.2196/mhealth.9438.","Zhu J","JMIR Mhealth Uhealth","2018","2018/05/02","PMC5952114","","10.2196/mhealth.9438"
"29056609","Adjunctive avatar therapy for mentalization-based treatment of borderline personality disorder: a mixed-methods feasibility study","Falconer CJ, Cutting P, Bethan Davies E, Hollis C, Stallard P, Moran P.","Evid Based Ment Health. 2017 Nov;20(4):123-127. doi: 10.1136/eb-2017-102761. Epub 2017 Oct 22.","Falconer CJ","Evid Based Ment Health","2017","2017/10/24","PMC5750410","","10.1136/eb-2017-102761"
"34853111","Effectiveness of a digital dietary intervention program targeting young adults before parenthood: protocol for the PREPARED randomised controlled trial","Øverby NC, Medin AC, Valen EL, Salvesen L, Wills AK, Engeset D, Vik FN, Hillesund ER.","BMJ Open. 2021 Dec 1;11(12):e055116. doi: 10.1136/bmjopen-2021-055116.","Øverby NC","BMJ Open","2021","2021/12/02","PMC8638463","","10.1136/bmjopen-2021-055116"
"31050660","Mirror Therapy Using Gesture Recognition for Upper Limb Function, Neck Discomfort, and Quality of Life After Chronic Stroke: A Single-Blind Randomized Controlled Trial","Choi HS, Shin WS, Bang DH.","Med Sci Monit. 2019 May 3;25:3271-3278. doi: 10.12659/MSM.914095.","Choi HS","Med Sci Monit","2019","2019/05/04","PMC6511112","","10.12659/MSM.914095"
"32394650","[Significance and operation mode of moxibustion intervention for the group under quarantine after close contact with COVID-19]","Liu ML, Liu M, Zhong H, Yu J, Luo J, Ai K, Xu M, Liu Q, Dai GB, Zhang W, Zhang H, Chang XR, Liu BY.","Zhongguo Zhen Jiu. 2020 May 12;40(5):457-61. doi: 10.13703/j.0255-2930.20200224-k0004.","Liu ML","Zhongguo Zhen Jiu","2020","2020/05/13","","","10.13703/j.0255-2930.20200224-k0004"
"38540555","Mood Lifters for Graduate Students and Young Adults: A Mixed-Methods Investigation into Mechanisms of Change in Online Group Therapy","Pokowitz EL, Prakash N, Planaj D, Oprandi S, Deldin PJ.","Behav Sci (Basel). 2024 Mar 20;14(3):252. doi: 10.3390/bs14030252.","Pokowitz EL","Behav Sci (Basel)","2024","2024/03/28","PMC10968146","","10.3390/bs14030252"
"35768818","Effectiveness of a healthcare-based mobile intervention on sedentary patterns, physical activity, mental well-being and clinical and productivity outcomes in office employees with type 2 diabetes: study protocol for a randomized controlled trial","Alòs F, Colomer MÀ, Martin-Cantera C, Solís-Muñoz M, Bort-Roig J, Saigi I, Chirveches-Pérez E, Solà-Gonfaus M, Molina-Aragonés JM, Puig-Ribera A.","BMC Public Health. 2022 Jun 29;22(1):1269. doi: 10.1186/s12889-022-13676-x.","Alòs F","BMC Public Health","2022","2022/06/29","PMC9244393","","10.1186/s12889-022-13676-x"
"36380576","Behavior change training for pregnant women's communication during birth: A randomized controlled trial","Derksen C, Dietl JE, Haeussler FE, Steinherr Zazo M, Schmiedhofer M, Lippke S.","Appl Psychol Health Well Being. 2023 Aug;15(3):865-883. doi: 10.1111/aphw.12413. Epub 2022 Nov 15.","Derksen C","Appl Psychol Health Well Being","2023","2022/11/16","","","10.1111/aphw.12413"
"38060545","Online psychoeducation and digital assessments as a first step of treatment for borderline personality disorder: A protocol for a pilot randomized controlled trial","Choi-Kain LW, Murray GE, Jurist J, Ren B, Germine L.","PLoS One. 2023 Dec 7;18(12):e0294331. doi: 10.1371/journal.pone.0294331. eCollection 2023.","Choi-Kain LW","PLoS One","2023","2023/12/07","PMC10703320","","10.1371/journal.pone.0294331"
"25439179","A new virtual-reality training module for laparoscopic surgical skills and equipment handling: can multitasking be trained? A randomized controlled trial","Bongers PJ, Diederick van Hove P, Stassen LP, Dankelman J, Schreuder HW.","J Surg Educ. 2015 Mar-Apr;72(2):184-91. doi: 10.1016/j.jsurg.2014.09.004. Epub 2014 Oct 23.","Bongers PJ","J Surg Educ","2015","2014/12/03","","","10.1016/j.jsurg.2014.09.004"
"20556767","Meditation therapies for attention-deficit/hyperactivity disorder (ADHD)","Krisanaprakornkit T, Ngamjarus C, Witoonchart C, Piyavhatkul N.","Cochrane Database Syst Rev. 2010 Jun 16;2010(6):CD006507. doi: 10.1002/14651858.CD006507.pub2.","Krisanaprakornkit T","Cochrane Database Syst Rev","2010","2010/06/18","PMC6823216","","10.1002/14651858.CD006507.pub2"
"38053642","Efficacy of iSupport-Brasil for unpaid caregivers of people living with dementia: protocol for a randomized and controlled clinical trial","Gratão ACM, Cardoso AM, Ottaviani AC, Campos CRF, de Oliveira DC, Monteiro DQ, Barham EJ, Orlandi FS, Barbosa GC, da Cruz KCT, Corrêa L, da Rocha LA, Alves LCS, Maciel LB, Nico LS, Hoffmann MCCL, Pavarini SCI.","Dement Neuropsychol. 2023 Nov 24;17:e20230040. doi: 10.1590/1980-5764-DN-2023-0040. eCollection 2023.","Gratão ACM","Dement Neuropsychol","2023","2023/12/06","PMC10695332","","10.1590/1980-5764-DN-2023-0040"
"18667809","Virtual rehabilitation in an activity centre for community-dwelling persons with stroke. The possibilities of 3-dimensional computer games","Broeren J, Claesson L, Goude D, Rydmark M, Sunnerhagen KS.","Cerebrovasc Dis. 2008;26(3):289-96. doi: 10.1159/000149576. Epub 2008 Jul 31.","Broeren J","Cerebrovasc Dis","2008","2008/08/01","","","10.1159/000149576"
"27077973","Increasing physical activity in stroke survivors using STARFISH, an interactive mobile phone application: a pilot study","Paul L, Wyke S, Brewster S, Sattar N, Gill JM, Alexander G, Rafferty D, McFadyen AK, Ramsay A, Dybus A.","Top Stroke Rehabil. 2016 Jun;23(3):170-7. doi: 10.1080/10749357.2015.1122266. Epub 2016 Jan 8.","Paul L","Top Stroke Rehabil","2016","2016/04/15","","","10.1080/10749357.2015.1122266"
"35379593","Effect of digital psychoeducation and peer support on the mental health of family carers supporting individuals with psychosis in England (COPe-support): a randomised clinical trial","Sin J, Henderson C, Elkes J, Cornelius V, Woodham LA, Batchelor R, Chen T, Corredor AM, Coughlan D, Dhital R, Evans S, Haider B, Heathcote J, Mansfield S, O'Brien A, Qassim M, Sserunkuma J, Travis CH, Williams E, Gillard S.","Lancet Digit Health. 2022 May;4(5):e320-e329. doi: 10.1016/S2589-7500(22)00031-0. Epub 2022 Apr 1.","Sin J","Lancet Digit Health","2022","2022/04/05","PMC9021027","","10.1016/S2589-7500(22)00031-0"
"32847902","Smartphone-delivered self-management for first-episode psychosis: the ARIES feasibility randomised controlled trial","Steare T, O'Hanlon P, Eskinazi M, Osborn D, Lloyd-Evans B, Jones R, Rostill H, Amani S, Johnson S.","BMJ Open. 2020 Aug 26;10(8):e034927. doi: 10.1136/bmjopen-2019-034927.","Steare T","BMJ Open","2020","2020/08/28","PMC7451533","","10.1136/bmjopen-2019-034927"
"30022810","Self-nanomicellizing solid dispersion of edaravone: part II: in vivo assessment of efficacy against behavior deficits and safety in Alzheimer's disease model","Parikh A, Kathawala K, Li J, Chen C, Shan Z, Cao X, Wang YJ, Garg S, Zhou XF.","Drug Des Devel Ther. 2018 Jul 9;12:2111-2128. doi: 10.2147/DDDT.S161944. eCollection 2018.","Parikh A","Drug Des Devel Ther","2018","2018/07/20","PMC6042531","","10.2147/DDDT.S161944"
"30622094","Effects of a Mindfulness Meditation App on Subjective Well-Being: Active Randomized Controlled Trial and Experience Sampling Study","Walsh KM, Saab BJ, Farb NA.","JMIR Ment Health. 2019 Jan 8;6(1):e10844. doi: 10.2196/10844.","Walsh KM","JMIR Ment Health","2019","2019/01/10","PMC6329416","","10.2196/10844"
"21839608","Identification of factors associated with fatigue in advanced cancer: a subset analysis of the European palliative care research collaborative computerized symptom assessment data set","Minton O, Strasser F, Radbruch L, Stone P.","J Pain Symptom Manage. 2012 Feb;43(2):226-35. doi: 10.1016/j.jpainsymman.2011.03.025. Epub 2011 Aug 11.","Minton O","J Pain Symptom Manage","2012","2011/08/16","","","10.1016/j.jpainsymman.2011.03.025"
"31737798","Integrating smartphone technology, social support and the outdoor built environment to promote community-based aerobic and resistance-based physical activity: Rationale and study protocol for the 'ecofit' randomized controlled trial","Jansson AK, Lubans DR, Smith JJ, Duncan MJ, Bauman A, Attia J, Robards SL, Plotnikoff RC.","Contemp Clin Trials Commun. 2019 Sep 24;16:100457. doi: 10.1016/j.conctc.2019.100457. eCollection 2019 Dec.","Jansson AK","Contemp Clin Trials Commun","2019","2019/11/19","PMC6849073","","10.1016/j.conctc.2019.100457"
"37544883","Finding kindness: A randomized controlled trial of an online self-compassion intervention for weight management (SC4WM)","Brenton-Peters JM, Consedine NS, Cavadino A, Roy R, Ginsberg KH, Serlachius A.","Br J Health Psychol. 2024 Feb;29(1):37-58. doi: 10.1111/bjhp.12686. Epub 2023 Aug 6.","Brenton-Peters JM","Br J Health Psychol","2024","2023/08/06","","","10.1111/bjhp.12686"
"37939199","Virtual Reality Distraction Is No Better Than Simple Distraction Techniques for Reducing Pain and Anxiety During Pediatric Orthopaedic Outpatient Procedures: A Randomized Controlled Trial","Fabricant PD, Gross PW, Mackie AT, Heath MR, Pascual-Leone N, Denneen JP, Gelley PE, Scher DM, Ipp LS.","Clin Orthop Relat Res. 2023 Nov 8. doi: 10.1097/CORR.0000000000002889. Online ahead of print.","Fabricant PD","Clin Orthop Relat Res","2023","2023/11/08","","","10.1097/CORR.0000000000002889"
"35594138","Implementation of Virtual Reality to Parent-Child Interaction Therapy for Enhancement of Positive Parenting Skills: Study Protocol for Single-Case Experimental Design With Multiple Baselines","Scherpbier ICA, Abrahamse ME, Belleman RG, Popma A, Lindauer RJL.","JMIR Res Protoc. 2022 May 20;11(5):e34120. doi: 10.2196/34120.","Scherpbier ICA","JMIR Res Protoc","2022","2022/05/20","PMC9166663","","10.2196/34120"
"30728055","Evaluating the effect and mechanism of upper limb motor function recovery induced by immersive virtual-reality-based rehabilitation for subacute stroke subjects: study protocol for a randomized controlled trial","Huang Q, Wu W, Chen X, Wu B, Wu L, Huang X, Jiang S, Huang L.","Trials. 2019 Feb 6;20(1):104. doi: 10.1186/s13063-019-3177-y.","Huang Q","Trials","2019","2019/02/08","PMC6366030","","10.1186/s13063-019-3177-y"
"37751285","User-Centered Development of a Mobile App to Assess the Quality of Life of Patients With Cancer: Iterative Investigation and Usability Testing","Beutter CNL, Zeller K, Martens UM, Pfleiderer B, Fegeler C.","JMIR Cancer. 2023 Sep 26;9:e44985. doi: 10.2196/44985.","Beutter CNL","JMIR Cancer","2023","2023/09/26","PMC10565618","","10.2196/44985"
"28549455","INTER-ACT: prevention of pregnancy complications through an e-health driven interpregnancy lifestyle intervention - study protocol of a multicentre randomised controlled trial","Bogaerts A, Ameye L, Bijlholt M, Amuli K, Heynickx D, Devlieger R.","BMC Pregnancy Childbirth. 2017 May 26;17(1):154. doi: 10.1186/s12884-017-1336-2.","Bogaerts A","BMC Pregnancy Childbirth","2017","2017/05/28","PMC5446743","","10.1186/s12884-017-1336-2"
"38551635","Impact of Virtual Reality-Based Group Activities on Activity Level and Well-Being Among Older Adults in Nursing Homes: Longitudinal Exploratory Study","Li Y, Wilke C, Shiyanov I, Muschalla B.","JMIR Serious Games. 2024 Mar 29;12:e50796. doi: 10.2196/50796.","Li Y","JMIR Serious Games","2024","2024/03/29","","","10.2196/50796"
"31995214","Effect of a Virtual Patient Navigation Program on Behavioral Health Admissions in the Emergency Department: A Randomized Clinical Trial","Roberge J, McWilliams A, Zhao J, Anderson WE, Hetherington T, Zazzaro C, Hardin E, Barrett A, Castro M, Balfour ME, Rachal J, Krull C, Sparks W.","JAMA Netw Open. 2020 Jan 3;3(1):e1919954. doi: 10.1001/jamanetworkopen.2019.19954.","Roberge J","JAMA Netw Open","2020","2020/01/30","PMC6991284","","10.1001/jamanetworkopen.2019.19954"
"38214963","Rosie, a Health Education Question-and-Answer Chatbot for New Mothers: Randomized Pilot Study","Nguyen QC, Aparicio EM, Jasczynski M, Channell Doig A, Yue X, Mane H, Srikanth N, Gutierrez FXM, Delcid N, He X, Boyd-Graber J.","JMIR Form Res. 2024 Jan 12;8:e51361. doi: 10.2196/51361.","Nguyen QC","JMIR Form Res","2024","2024/01/12","PMC10818229","","10.2196/51361"
